year-semester,year,spring,fall,academic_year,required,quota,enrollment,junior,double,second,all
2008-2,2008,0,1,3,0,60,8,51,0,0,280
2009-2,2009,0,1,3,0,40,12,46,0,0,280
2010-2,2010,0,1,3,0,30,6,45,0,0,280
2011-2,2011,0,1,3,0,20,9,50,0,0,280
2012-2,2012,0,1,3,0,20,10,55,4,4,280
2014-2,2014,0,1,3,0,20,10,55,20,23,299
