year-semester,year,spring,fall,academic_year,required,quota,enrollment,junior,double,second,all
2011-1,2011,1,0,4,0,30,19,50,10,10,297
2012-1,2012,1,0,4,0,30,6,55,5,6,297
2013-1,2013,1,0,4,0,40,16,55,7,9,297
2014-1,2014,1,0,4,0,30,17,55,13,5,307
2016-1,2016,1,0,4,0,30,19,55,36,40,321
2017-1,2017,1,0,4,0,30,20,55,36,40,338
