year-semester,year,spring,fall,academic_year,required,quota,enrollment,junior,double,second,all
2013-2,2013,0,1,4,0,40,23,55,11,15,280
2015-2,2015,0,1,4,0,40,38,55,10,5,386
2016-2,2016,0,1,4,0,40,45,55,19,15,301
