year-semester,year,spring,fall,academic_year,required,quota,enrollment,junior,double,second,all
2007-2,2007,0,1,4,0,60,21,49,0,0,280
2008-2,2008,0,1,4,0,60,6,51,0,0,280
2010-2,2010,0,1,4,0,40,12,45,0,0,280
2011-2,2011,0,1,4,0,40,5,50,0,0,280
2013-2,2013,0,1,4,0,40,11,55,11,15,280
2015-2,2015,0,1,4,0,30,18,55,10,5,386
