year-semester,year,spring,fall,academic_year,required,quota,enrollment,junior,double,second,all
2008-2,2008,0,1,3,0,30,6,51,0,0,280
2009-2,2009,0,1,3,0,20,6,46,0,0,280
2010-2,2010,0,1,3,0,20,14,45,0,0,280
2012-2,2012,0,1,3,0,20,5,55,4,4,280
2013-2,2013,0,1,3,0,20,12,55,11,15,280
2014-2,2014,0,1,4,0,20,13,55,20,23,299
2015-1,2015,1,0,4,0,20,12,55,45,50,313
2015-2,2015,0,1,4,0,20,15,55,10,5,386
2016-1,2016,1,0,4,0,20,6,55,36,40,321
2016-2,2016,0,1,4,0,20,2,55,19,15,301
