year-semester,year,spring,fall,academic_year,required,quota,enrollment,junior,double,second,all
2007-1,2007,1,0,4,0,60,11,49,0,0,297
2008-1,2008,1,0,4,0,60,9,51,0,0,297
2009-1,2009,1,0,4,0,40,11,46,5,5,297
