year-semester,year,spring,fall,academic_year,required,quota,enrollment,junior,double,second,all
2013-1,2013,1,0,4,0,40,11,55,7,9,297
2014-1,2014,1,0,4,0,40,13,55,13,5,307
2016-1,2016,1,0,4,0,30,18,55,36,40,321
