year-semester,year,spring,fall,academic_year,required,quota,enrollment,junior,double,second,all
2008-1,2008,1,0,4,0,60,21,51,0,0,297
2009-1,2009,1,0,4,0,40,12,46,5,5,297
2010-1,2010,1,0,4,0,30,20,45,3,3,297
2011-1,2011,1,0,4,0,30,8,50,10,10,297
2015-1,2015,1,0,4,0,40,32,55,45,50,313
2016-1,2016,1,0,4,0,40,20,55,36,40,321
2017-1,2017,1,0,4,0,40,25,55,36,40,338
