year-semester,year,spring,fall,academic_year,required,quota,enrollment,junior,double,second,all
2008-2,2008,0,1,3,0,40,5,51,0,0,280
2010-1,2010,1,0,3,0,30,12,45,3,3,297
2011-1,2011,1,0,3,0,30,11,50,10,10,297
2012-1,2012,1,0,3,0,40,19,55,5,6,297
2014-1,2014,1,0,3,0,40,19,55,13,5,307
2015-1,2015,1,0,3,0,40,34,55,45,50,313
2016-1,2016,1,0,3,0,50,37,55,36,40,321
