year-semester,year,spring,fall,academic_year,required,quota,enrollment,junior,double,second,all
2010-1,2010,1,0,4,0,30,10,45,3,3,297
2011-1,2011,1,0,4,0,30,9,50,10,10,297
2015-2,2015,0,1,4,0,40,15,55,10,5,386
2016-2,2016,0,1,4,0,30,19,55,19,15,301
