year-semester,year,spring,fall,academic_year,required,quota,enrollment,junior,double,second,all
2008-1,2008,1,0,4,0,60,13,51,0,0,297
2009-1,2009,1,0,4,0,40,11,46,5,5,297
2009-2,2009,0,1,4,0,40,11,46,0,0,280
2011-2,2011,0,1,4,0,40,5,50,0,0,280
2013-1,2013,1,0,4,0,40,6,55,7,9,297
2014-2,2014,0,1,4,0,40,15,55,20,23,299
