year-semester,year,spring,fall,academic_year,required,quota,enrollment,junior,double,second,all
2010-2,2010,0,1,3,0,30,6,45,0,0,280
2013-1,2013,1,0,3,0,20,15,55,7,9,297
2015-1,2015,1,0,3,1,60,11,55,45,50,313
2016-1,2016,1,0,3,1,60,62,55,36,40,321
2017-1,2017,1,0,3,1,150,97,55,36,40,338
