year-semester,year,spring,fall,academic_year,required,quota,enrollment,junior,double,second,all
2007-2,2007,0,1,4,0,60,13,49,0,0,280
2008-2,2008,0,1,4,0,40,2,51,0,0,280
2009-2,2009,0,1,4,0,20,7,46,0,0,280
2012-1,2012,1,0,4,0,40,3,55,5,6,297
2013-1,2013,1,0,4,0,40,31,55,7,9,297
2014-1,2014,1,0,4,0,40,16,55,13,5,307
