year-semester,year,spring,fall,academic_year,required,quota,enrollment,junior,double,second,all
2009-2,2009,0,1,2,0,40,20,46,0,0,280
2010-2,2010,0,1,2,0,40,20,45,0,0,280
2011-2,2011,0,1,2,0,50,25,50,0,0,280
2014-1,2014,1,0,2,0,30,30,55,13,5,307
