year-semester,year,spring,fall,academic_year,required,quota,enrollment,junior,double,second,all
2007-2,2007,0,1,2,0,60,11,49,0,0,280
2008-2,2008,0,1,2,0,60,14,51,0,0,280
2009-2,2009,0,1,2,0,60,7,46,0,0,280
