year-semester,year,spring,fall,academic_year,required,quota,enrollment,junior,double,second,all
2013-1,2013,1,0,3,0,40,10,55,7,9,297
2014-1,2014,1,0,3,0,40,10,55,13,5,307
2014-2,2014,0,1,3,0,40,32,55,20,23,299
