year-semester,year,spring,fall,academic_year,required,quota,enrollment,junior,double,second,all
2013-1,2013,1,0,4,0,40,6,55,7,9,297
2014-1,2014,1,0,4,0,40,17,55,13,5,307
2015-1,2015,1,0,4,0,40,19,55,45,50,313
2016-2,2016,0,1,4,0,40,32,55,19,15,301
