year-semester,year,spring,fall,academic_year,required,quota,enrollment,junior,double,second,all
2009-1,2009,1,0,4,0,40,9,46,5,5,297
2009-2,2009,0,1,4,0,40,22,46,0,0,280
2010-2,2010,0,1,4,0,40,26,45,0,0,280
2011-1,2011,1,0,4,0,20,7,50,10,10,297
2012-1,2012,1,0,4,0,40,7,55,5,6,297
2013-1,2013,1,0,4,0,40,10,55,7,9,297
2014-1,2014,1,0,4,0,40,9,55,13,5,307
