year-semester,year,spring,fall,academic_year,required,quota,enrollment,junior,double,second,all
2012-2,2012,0,1,3,0,15,6,55,4,4,280
2013-1,2013,1,0,3,0,10,8,55,7,9,297
2013-2,2013,0,1,3,0,15,2,55,11,15,280
2014-1,2014,1,0,3,0,10,11,55,13,5,307
2014-2,2014,0,1,3,0,20,8,55,20,23,299
2015-1,2015,1,0,3,0,10,5,55,45,50,313
2015-2,2015,0,1,3,0,20,10,55,10,5,386
2016-1,2016,1,0,3,0,15,11,55,36,40,321
2016-2,2016,0,1,3,0,15,8,55,19,15,301
2017-1,2017,1,0,3,0,10,10,55,36,40,338
